userId,bookId,rating
8,1553,1
8,6,1
9,31,4
9,32,4
9,33,3
9,34,5
9,35,5
9,36,4
9,37,4
9,38,5
9,39,3
9,40,3
9,41,4
9,42,3
9,43,5
9,44,4
9,45,5
9,46,4
9,47,4
9,48,4
9,49,5
9,50,5
9,51,5
9,52,4
9,53,3
9,54,3
9,55,3
9,56,3
9,57,5
9,58,5
9,59,5
9,60,3
9,853,2
9,985,1
9,5,2
9,2805,2
9,8,2
9,630,2
9,309,1
9,987,1
9,3,1
9,2692,1
9,1472,1
9,1779,1
9,678,1
9,642,1
9,437,2
9,1860,2
9,2705,1
9,2309,1
9,704,1
9,16,2
10,31,3
10,32,3
10,33,5
10,34,5
10,35,3
10,36,5
10,37,4
10,38,3
10,39,5
10,40,4
10,41,3
10,42,5
10,43,4
10,44,5
10,45,3
10,46,5
10,47,4
10,48,4
10,49,4
10,50,3
10,51,3
10,52,3
10,53,4
10,54,5
10,55,4
10,56,3
10,57,3
10,58,5
10,59,4
10,60,3
10,312,1
10,10,1
10,447,2
10,2001,2
10,2891,1
10,1817,2
10,18,2
10,16,2
10,1304,1
10,1605,1
10,1085,1
10,1652,1
10,2505,1
10,1464,1
10,1718,1
10,2941,1
10,1314,2
10,1297,2
10,2865,1
10,2664,2
11,61,5
11,62,5
11,63,3
11,64,5
11,65,5
11,66,5
11,67,5
11,68,4
11,69,5
11,70,4
11,71,3
11,72,3
11,73,4
11,74,3
11,75,4
11,76,4
11,77,5
11,78,3
11,79,3
11,80,4
11,81,3
11,82,5
11,83,5
11,84,5
11,85,5
11,86,5
11,87,4
11,88,5
11,89,3
11,90,4
11,2995,2
11,421,2
11,242,2
11,2148,2
11,768,2
11,653,2
11,2888,2
11,1066,1
11,2213,1
11,1571,1
11,2759,1
11,8,2
11,331,2
11,1894,2
11,9,2
11,2654,2
11,15,2
11,2826,1
11,7,1
11,2138,1
12,61,5
12,62,3
12,63,4
12,64,3
12,65,4
12,66,4
12,67,3
12,68,3
12,69,5
12,70,3
12,71,5
12,72,5
12,73,3
12,74,4
12,75,5
12,76,5
12,77,3
12,78,5
12,79,3
12,80,4
12,81,5
12,82,3
12,83,5
12,84,3
12,85,5
12,86,3
12,87,5
12,88,5
12,89,3
12,90,3
12,2749,2
12,13,1
12,2015,2
12,916,2
12,2488,2
12,15,2
12,1687,2
12,1096,2
12,2779,1
12,2,1
12,1806,1
12,1,2
12,1125,2
12,624,1
12,10,1
12,668,2
12,1367,2
12,17,2
12,769,2
12,2224,1
13,61,3
13,62,3
13,63,4
13,64,5
13,65,4
13,66,5
13,67,4
13,68,3
13,69,4
13,70,4
13,71,4
13,72,4
13,73,4
13,74,5
13,75,4
13,76,3
13,77,3
13,78,4
13,79,3
13,80,4
13,81,4
13,82,4
13,83,4
13,84,3
13,85,3
13,86,3
13,87,4
13,88,3
13,89,3
13,90,3
13,2860,2
13,6,2
13,2783,2
13,2493,1
13,1146,2
13,885,1
13,1027,1
13,7,2
13,1712,2
13,18,1
13,1321,2
13,1882,2
13,14,1
13,812,1
13,970,1
13,2418,2
13,3,2
13,1357,2
13,17,1
13,2204,2
14,61,4
14,62,4
14,63,4
14,64,3
14,65,5
14,66,3
14,67,5
14,68,3
14,69,3
14,70,3
14,71,5
14,72,3
14,73,3
14,74,4
14,75,4
14,76,3
14,77,5
14,78,5
14,79,3
14,80,5
14,81,4
14,82,5
14,83,3
14,84,5
14,85,3
14,86,5
14,87,3
14,88,3
14,89,5
14,90,4
14,2798,2
14,11,1
14,1865,1
14,1899,2
14,902,2
14,344,1
14,2044,2
14,1959,1
14,2,1
14,385,1
14,578,2
14,12,2
14,2263,2
14,9,2
14,1089,1
14,773,2
14,1346,2
14,4,1
14,1469,2
14,1966,1
15,61,5
15,62,3
15,63,4
15,64,5
15,65,4
15,66,4
15,67,5
15,68,4
15,69,3
15,70,5
15,71,5
15,72,3
15,73,3
15,74,3
15,75,3
15,76,3
15,77,5
15,78,3
15,79,3
15,80,4
15,81,3
15,82,5
15,83,3
15,84,4
15,85,5
15,86,3
15,87,3
15,88,3
15,89,5
15,90,3
15,2421,2
15,13,1
15,1424,2
15,1018,1
15,1974,2
15,2,1
15,2979,1
15,5,2
15,639,1
15,688,1
15,2879,1
15,1217,2
15,994,2
15,6,1
15,1923,2
15,7,2
15,1913,1
15,10,2
15,1626,1
15,17,1
16,91,3
16,92,3
16,93,5
16,94,3
16,95,3
16,96,4
16,97,3
16,98,4
16,99,5
16,100,5
16,101,4
16,102,4
16,103,5
16,104,4
16,105,4
16,106,4
16,107,4
16,108,5
16,109,5
16,110,3
16,111,4
16,112,4
16,113,3
16,114,5
16,115,4
16,116,5
16,117,4
16,118,4
16,119,5
16,120,5
16,973,2
16,4,1
16,1241,2
16,18,1
16,10,1
16,1640,2
16,6,2
16,1413,1
16,1809,1
16,1418,2
16,2256,1
16,13,2
16,1493,2
16,2533,1
16,1,2
16,2277,2
16,14,2
16,365,2
16,16,1
16,601,1
17,91,4
17,92,5
17,93,4
17,94,4
17,95,3
17,96,5
17,97,3
17,98,5
17,99,5
17,100,5
17,101,4
17,102,4
17,103,4
17,104,5
17,105,5
17,106,5
17,107,3
17,108,3
17,109,4
17,110,4
17,111,3
17,112,5
17,113,4
17,114,3
17,115,3
17,116,4
17,117,3
17,118,5
17,119,4
17,120,4
17,1769,1
17,16,2
17,932,1
17,1947,2
17,2038,2
17,1515,1
17,1104,1
17,15,1
17,302,2
17,1,1
17,1466,2
17,1818,1
17,1024,1
17,1599,2
17,13,1
17,1471,2
17,7,2
17,2452,1
17,18,2
17,2282,1
18,91,4
18,92,4
18,93,4
18,94,4
18,95,3
18,96,4
18,97,3
18,98,4
18,99,5
18,100,5
18,101,4
18,102,3
18,103,5
18,104,3
18,105,3
18,106,5
18,107,4
18,108,3
18,109,4
18,110,4
18,111,3
18,112,4
18,113,3
18,114,3
18,115,4
18,116,5
18,117,4
18,118,4
18,119,4
18,120,4
18,950,2
18,2029,1
18,5,2
18,1825,2
18,906,1
18,1917,2
18,1660,2
18,2458,2
18,1,1
18,305,2
18,859,2
18,2315,2
18,3,2
18,765,1
18,2214,2
18,8,2
18,1779,1
18,431,1
18,1289,2
18,1977,2
19,91,3
19,92,5
19,93,4
19,94,5
19,95,4
19,96,5
19,97,3
19,98,3
19,99,4
19,100,3
19,101,4
19,102,4
19,103,4
19,104,3
19,105,5
19,106,4
19,107,4
19,108,4
19,109,4
19,110,5
19,111,4
19,112,4
19,113,4
19,114,4
19,115,4
19,116,5
19,117,5
19,118,4
19,119,5
19,120,4
19,2979,1
19,1000,1
19,264,1
19,2077,2
19,9,2
19,510,2
19,558,2
19,721,1
19,13,2
19,1020,2
19,3,2
19,244,1
19,2251,2
19,14,2
19,2598,1
19,815,2
19,1387,2
19,2422,1
19,15,2
19,1529,1
20,91,3
20,92,3
20,93,3
20,94,3
20,95,3
20,96,5
20,97,4
20,98,4
20,99,3
20,100,5
20,101,3
20,102,5
20,103,5
20,104,5
20,105,5
20,106,3
20,107,3
20,108,3
20,109,4
20,110,5
20,111,4
20,112,5
20,113,4
20,114,3
20,115,4
20,116,5
20,117,3
20,118,4
20,119,4
20,120,3
20,775,2
20,10,2
20,1918,2
20,501,1
20,918,1
20,435,1
20,2319,2
20,15,2
20,1391,1
20,1932,2
20,3,2
20,1816,2
20,2854,2
20,1,1
20,1303,2
20,1333,1
20,794,2
20,866,1
20,2860,1
20,18,1
21,121,3
21,122,4
21,123,5
21,124,5
21,125,4
21,126,3
21,127,5
21,128,4
21,129,3
21,130,5
21,131,3
21,132,5
21,133,4
21,134,3
21,135,4
21,136,5
21,137,5
21,138,3
21,139,4
21,140,3
21,141,3
21,142,3
21,143,4
21,144,5
21,145,3
21,146,4
21,147,5
21,148,3
21,149,5
21,150,3
21,2691,2
21,2988,2
21,1646,2
21,759,2
21,1053,1
21,1065,1
21,972,1
21,1886,2
21,2817,2
21,829,2
21,2077,1
21,2798,1
21,1393,1
21,370,1
21,2577,2
21,690,1
21,448,2
21,2800,2
21,821,2
21,800,1
22,121,5
22,122,3
22,123,3
22,124,4
22,125,5
22,126,4
22,127,5
22,128,3
22,129,3
22,130,3
22,131,3
22,132,5
22,133,4
22,134,5
22,135,5
22,136,3
22,137,5
22,138,5
22,139,4
22,140,5
22,141,4
22,142,3
22,143,3
22,144,3
22,145,5
22,146,4
22,147,3
22,148,5
22,149,5
22,150,5
22,928,2
22,1860,2
22,882,1
22,2023,2
22,2658,1
22,2302,1
22,2896,1
22,2069,2
22,1832,1
22,1428,1
22,458,1
22,1878,2
22,2733,2
22,2834,2
22,1597,2
22,2407,2
22,1269,1
22,949,2
22,482,2
22,2062,1
23,121,5
23,122,4
23,123,5
23,124,3
23,125,3
23,126,4
23,127,5
23,128,5
23,129,3
23,130,5
23,131,5
23,132,4
23,133,3
23,134,4
23,135,5
23,136,4
23,137,5
23,138,5
23,139,4
23,140,5
23,141,5
23,142,5
23,143,5
23,144,4
23,145,5
23,146,5
23,147,3
23,148,3
23,149,4
23,150,5
23,770,2
23,2623,2
23,1528,1
23,1412,1
23,1007,2
23,308,2
23,2872,1
23,2217,2
23,1290,1
23,411,1
23,2935,1
23,540,1
23,1051,1
23,544,1
23,2957,1
23,2378,1
23,2113,1
23,756,2
23,2540,2
23,2351,2
24,121,3
24,122,3
24,123,3
24,124,5
24,125,5
24,126,3
24,127,3
24,128,4
24,129,4
24,130,3
24,131,5
24,132,5
24,133,3
24,134,3
24,135,3
24,136,4
24,137,4
24,138,3
24,139,5
24,140,3
24,141,5
24,142,4
24,143,3
24,144,3
24,145,3
24,146,3
24,147,5
24,148,3
24,149,5
24,150,5
24,1553,1
24,2505,1
24,265,2
24,681,1
24,464,1
24,1945,1
24,1095,1
24,320,1
24,619,1
24,1262,1
24,1899,2
24,2381,1
24,2788,2
24,1662,1
24,1163,2
24,884,1
24,2599,1
24,724,1
24,1270,1
24,2349,1
25,121,4
25,122,3
25,123,3
25,124,5
25,125,3
25,126,5
25,127,3
25,128,5
25,129,3
25,130,4
25,131,5
25,132,4
25,133,4
25,134,4
25,135,4
25,136,3
25,137,5
25,138,3
25,139,4
25,140,4
25,141,4
25,142,5
25,143,3
25,144,5
25,145,4
25,146,3
25,147,4
25,148,4
25,149,3
25,150,5
25,1439,2
25,1370,1
25,1126,1
25,2660,2
25,399,1
25,2180,2
25,1653,2
25,587,1
25,2090,1
25,969,1
25,1493,1
25,1600,2
25,681,1
25,2546,1
25,1158,2
25,1408,2
25,2398,2
25,868,1
25,2073,1
25,1985,2
26,603,4
26,152,4
26,153,5
26,154,5
26,155,5
26,156,4
26,157,4
26,158,5
26,159,5
26,160,5
26,161,4
26,162,4
26,163,5
26,164,3
26,165,4
26,166,4
26,167,5
26,168,4
26,169,4
26,170,3
26,171,4
26,172,5
26,173,4
26,174,4
26,175,4
26,176,4
26,177,5
26,178,4
26,179,3
26,180,3
26,2804,1
26,1700,1
26,1939,2
26,1106,2
26,866,2
26,1269,2
26,2742,1
26,1537,1
26,1452,1
26,1926,1
26,353,2
26,1576,1
26,2346,2
26,2105,1
26,1298,2
26,2989,1
26,2369,1
26,459,1
26,1042,1
26,2140,1
27,151,4
27,152,4
27,153,4
27,154,3
27,155,3
27,156,3
27,157,5
27,158,4
27,159,3
27,160,4
27,161,3
27,162,4
27,163,5
27,164,4
27,165,3
27,166,3
27,167,5
27,168,4
27,169,4
27,170,4
27,171,3
27,172,4
27,173,4
27,174,3
27,175,3
27,176,5
27,177,3
27,178,4
27,179,3
27,180,4
27,1455,1
27,1217,2
27,536,2
27,2494,1
27,733,1
27,1771,2
27,1772,2
27,2344,1
27,265,2
27,2009,2
27,1514,2
27,1129,2
27,1241,1
27,1875,2
27,2236,1
27,1932,1
27,747,1
27,1121,2
27,1896,1
27,2682,2
28,151,4
28,152,3
28,153,4
28,154,4
28,155,5
28,156,3
28,157,4
28,158,5
28,159,5
28,160,4
28,161,5
28,162,5
28,163,3
28,164,4
28,165,5
28,166,5
28,167,3
28,168,4
28,169,3
28,170,3
28,171,5
28,172,4
28,173,5
28,174,5
28,175,4
28,176,4
28,177,4
28,178,3
28,179,3
28,180,3
28,1272,2
28,1449,2
28,1012,2
28,2391,1
28,1886,2
28,1061,2
28,2829,1
28,1628,1
28,1314,2
28,1478,1
28,2984,2
28,260,2
28,2973,1
28,570,2
28,927,1
28,1522,2
28,1624,1
28,652,2
28,764,1
28,246,2
29,151,4
29,152,3
29,153,3
29,154,3
29,155,3
29,156,4
29,157,3
29,158,5
29,159,5
29,160,3
29,161,5
29,162,3
29,163,3
29,164,3
29,165,5
29,166,4
29,167,4
29,168,5
29,169,4
29,170,3
29,171,4
29,172,4
29,173,4
29,174,4
29,175,4
29,176,5
29,177,3
29,178,5
29,179,3
29,180,5
29,1558,2
29,1510,2
29,1429,2
29,373,2
29,668,2
29,2324,2
29,421,2
29,1300,2
29,2087,1
29,1798,1
29,1886,1
29,2966,1
29,2866,2
29,1649,2
29,1451,1
29,1359,2
29,295,2
29,859,2
29,2197,2
29,1264,2
30,151,5
30,152,4
30,153,4
30,154,4
30,155,4
30,156,4
30,157,3
30,158,3
30,159,5
30,160,4
30,161,3
30,162,4
30,163,5
30,164,4
30,165,4
30,166,5
30,167,3
30,168,4
30,169,4
30,170,4
30,171,4
30,172,5
30,173,5
30,174,4
30,175,4
30,176,4
30,177,3
30,178,4
30,179,4
30,180,5
30,1280,2
30,1185,1
30,1405,1
30,2450,2
30,2512,2
30,950,1
30,2035,1
30,1065,1
30,1606,1
30,1258,1
30,2560,2
30,541,2
30,339,1
30,322,1
30,1471,1
30,1703,2
30,2027,1
30,340,1
30,2720,1
30,2981,1
31,181,5
31,182,4
31,183,5
31,184,5
31,185,4
31,186,3
31,187,4
31,188,4
31,189,5
31,190,5
31,191,4
31,192,4
31,193,4
31,194,5
31,195,5
31,196,5
31,197,3
31,198,5
31,199,5
31,200,3
31,201,5
31,202,4
31,203,4
31,204,3
31,205,3
31,206,3
31,207,5
31,208,5
31,209,3
31,210,3
31,1743,2
31,603,2
31,1405,2
31,349,1
31,1723,2
31,2557,2
31,1357,1
31,919,2
31,1729,2
31,661,1
31,2463,1
31,2224,2
31,1858,1
31,2325,2
31,2013,2
31,727,2
31,303,1
31,2445,2
31,798,2
31,889,1
32,181,3
32,182,5
32,183,3
32,184,5
32,185,4
32,186,5
32,187,4
32,188,3
32,189,3
32,190,4
32,191,5
32,192,3
32,193,5
32,194,5
32,195,5
32,196,4
32,197,3
32,198,4
32,199,4
32,200,3
32,201,5
32,202,3
32,203,5
32,204,4
32,205,5
32,206,4
32,207,4
32,208,4
32,209,3
32,210,3
32,2481,2
32,1119,2
32,1403,1
32,1166,1
32,727,2
32,1009,1
32,2702,1
32,1444,2
32,773,2
32,1824,1
32,2700,1
32,1928,1
32,1552,1
32,1312,2
32,2428,1
32,2027,1
32,369,2
32,616,1
32,1944,2
32,1568,1
33,181,3
33,182,3
33,183,4
33,184,5
33,185,4
33,186,4
33,187,4
33,188,3
33,189,5
33,190,4
33,191,3
33,192,4
33,193,4
33,194,3
33,195,4
33,196,4
33,197,5
33,198,4
33,199,4
33,200,4
33,201,5
33,202,4
33,203,5
33,204,3
33,205,3
33,206,4
33,207,4
33,208,4
33,209,4
33,210,4
33,2037,1
33,2860,1
33,2388,2
33,2636,2
33,1864,1
33,1511,1
33,1809,1
33,2191,1
33,2591,1
33,2402,2
33,1002,1
33,2481,1
33,1863,1
33,1777,2
33,1981,2
33,608,2
33,2439,1
33,1604,2
33,497,1
33,1125,2
34,181,3
34,182,5
34,183,3
34,184,3
34,185,3
34,186,3
34,187,3
34,188,4
34,189,4
34,190,3
34,191,5
34,192,5
34,193,3
34,194,4
34,195,5
34,196,4
34,197,5
34,198,3
34,199,5
34,200,5
34,201,5
34,202,3
34,203,3
34,204,4
34,205,3
34,206,3
34,207,5
34,208,3
34,209,4
34,210,5
34,1235,1
34,1770,2
34,2963,2
34,2047,2
34,2769,2
34,346,1
34,969,2
34,2098,2
34,2015,1
34,645,1
34,2573,1
34,903,1
34,1871,2
34,805,2
34,334,2
34,982,1
34,2699,2
34,1673,2
34,1761,1
34,471,1
35,181,5
35,182,5
35,183,3
35,184,3
35,185,3
35,186,5
35,187,5
35,188,4
35,189,5
35,190,3
35,191,3
35,192,3
35,193,5
35,194,3
35,195,3
35,196,5
35,197,5
35,198,5
35,199,4
35,200,3
35,201,5
35,202,3
35,203,3
35,204,5
35,205,3
35,206,5
35,207,5
35,208,3
35,209,4
35,210,4
35,1602,1
35,2424,1
35,2875,1
35,349,1
35,805,1
35,663,1
35,2876,2
35,1678,2
35,328,2
35,521,2
35,1718,2
35,2064,2
35,2565,2
35,2838,2
35,1112,1
35,1078,2
35,407,2
35,272,1
35,2151,1
35,2789,1
36,211,5
36,212,4
36,213,4
36,214,5
36,215,4
36,216,4
36,217,5
36,218,3
36,219,3
36,220,4
36,221,5
36,222,5
36,223,5
36,224,3
36,225,4
36,226,4
36,227,4
36,228,4
36,229,3
36,230,5
36,231,4
36,232,4
36,233,4
36,234,5
36,235,3
36,236,5
36,237,3
36,238,4
36,239,5
36,240,3
36,1387,2
36,1678,1
36,1899,2
36,2798,1
36,2319,2
36,2620,2
36,781,1
36,2403,1
36,1504,2
36,698,2
36,2057,1
36,1394,1
36,2289,2
36,2176,1
36,2641,1
36,2189,2
36,2151,2
36,1190,2
36,1068,1
36,2286,1
37,211,4
37,212,4
37,213,4
37,214,5
37,215,3
37,216,3
37,217,4
37,218,4
37,219,3
37,220,4
37,221,3
37,222,4
37,223,5
37,224,4
37,225,5
37,226,5
37,227,4
37,228,5
37,229,5
37,230,5
37,231,5
37,232,4
37,233,4
37,234,4
37,235,4
37,236,3
37,237,5
37,238,5
37,239,3
37,240,3
37,757,1
37,1702,1
37,534,2
37,2532,1
37,1925,2
37,2640,2
37,2114,1
37,1068,2
37,2221,1
37,2686,1
37,2107,1
37,2030,2
37,834,1
37,470,2
37,2500,2
37,1008,2
37,1895,2
37,2293,2
37,2752,1
37,1382,2
38,211,4
38,212,3
38,213,3
38,214,5
38,215,5
38,216,3
38,217,3
38,218,3
38,219,5
38,220,5
38,221,3
38,222,4
38,223,3
38,224,3
38,225,3
38,226,5
38,227,5
38,228,4
38,229,3
38,230,4
38,231,5
38,232,3
38,233,3
38,234,4
38,235,3
38,236,3
38,237,3
38,238,3
38,239,3
38,240,5
38,2630,2
38,487,1
38,2567,2
38,2856,1
38,857,1
38,2943,2
38,2908,2
38,2030,2
38,865,1
38,2735,1
38,1293,2
38,520,1
38,2540,1
38,1299,2
38,2790,1
38,2683,2
38,2667,1
38,1980,2
38,903,1
38,1241,2
39,211,3
39,212,3
39,213,4
39,214,3
39,215,4
39,216,3
39,217,4
39,218,5
39,219,5
39,220,5
39,221,3
39,222,3
39,223,3
39,224,4
39,225,5
39,226,3
39,227,5
39,228,3
39,229,3
39,230,4
39,231,5
39,232,3
39,233,4
39,234,3
39,235,5
39,236,4
39,237,3
39,238,3
39,239,4
39,240,4
39,687,1
39,1020,1
39,573,2
39,2292,1
39,1199,1
39,2280,2
39,2002,2
39,2623,2
39,2046,1
39,1262,2
39,1080,1
39,1255,1
39,787,2
39,581,2
39,2439,2
39,2637,1
39,1533,1
39,978,1
39,1707,1
39,650,2
40,211,5
40,212,4
40,213,5
40,214,4
40,215,3
40,216,3
40,217,5
40,218,3
40,219,4
40,220,4
40,221,3
40,222,4
40,223,4
40,224,5
40,225,3
40,226,4
40,227,4
40,228,4
40,229,5
40,230,4
40,231,5
40,232,5
40,233,3
40,234,4
40,235,5
40,236,3
40,237,3
40,238,4
40,239,3
40,240,3
40,947,2
40,973,1
40,1140,1
40,689,1
40,2527,2
40,1688,2
40,2327,2
40,1981,1
40,2265,2
40,1228,1
40,1676,2
40,618,1
40,2662,2
40,733,2
40,1590,2
40,2154,1
40,2390,1
40,2298,1
40,2849,2
40,2063,2
41,241,3
41,242,3
41,243,4
41,244,4
41,245,5
41,246,5
41,247,4
41,248,4
41,249,4
41,250,5
41,251,4
41,252,3
41,253,4
41,254,4
41,255,4
41,256,3
41,257,4
41,258,5
41,259,4
41,260,5
41,261,3
41,262,3
41,263,5
41,264,3
41,265,3
41,266,4
41,267,5
41,268,5
41,269,5
41,270,5
41,2069,1
41,2495,1
41,2561,2
41,1225,1
41,2172,1
41,505,2
41,2089,1
41,1124,1
41,597,1
41,1257,2
41,2197,2
41,808,1
41,2399,1
41,2249,2
41,2870,1
41,2820,2
41,1605,1
41,2795,1
41,646,2
41,1202,1
42,241,4
42,242,5
42,243,3
42,244,4
42,245,4
42,246,5
42,247,3
42,248,4
42,249,3
42,250,5
42,251,4
42,252,4
42,253,3
42,254,3
42,255,4
42,256,3
42,257,5
42,258,4
42,259,4
42,260,5
42,261,4
42,262,5
42,263,4
42,264,4
42,265,3
42,266,3
42,267,5
42,268,3
42,269,4
42,270,3
42,1560,1
42,1405,1
42,2851,1
42,2229,1
42,1497,2
42,2170,1
42,985,1
42,1216,1
42,494,1
42,854,1
42,1682,2
42,1694,2
42,1296,1
42,2144,2
42,2953,2
42,2835,2
42,1891,2
42,1610,2
42,1027,2
42,1107,2
43,241,4
43,242,4
43,243,5
43,244,4
43,245,5
43,246,4
43,247,5
43,248,5
43,249,3
43,250,4
43,251,4
43,252,4
43,253,4
43,254,3
43,255,4
43,256,3
43,257,4
43,258,4
43,259,3
43,260,3
43,261,4
43,262,4
43,263,3
43,264,5
43,265,5
43,266,5
43,267,4
43,268,4
43,269,5
43,270,4
43,1580,2
43,1712,1
43,2283,2
43,1563,1
43,2398,1
43,2148,2
43,1328,1
43,2469,2
43,2120,2
43,1040,2
43,1674,2
43,2183,1
43,910,2
43,937,1
43,576,1
43,1680,1
43,2036,2
43,1987,2
43,1891,2
43,1964,1
44,241,5
44,242,5
44,243,5
44,244,5
44,245,4
44,246,4
44,247,5
44,248,3
44,249,5
44,250,5
44,251,5
44,252,4
44,253,5
44,254,5
44,255,3
44,256,4
44,257,5
44,258,5
44,259,3
44,260,5
44,261,3
44,262,3
44,263,4
44,264,3
44,265,5
44,266,4
44,267,4
44,268,4
44,269,3
44,270,3
44,1140,2
44,1139,2
44,522,1
44,2787,1
44,2207,2
44,608,1
44,1550,1
44,777,1
44,1176,2
44,1103,2
44,1279,1
44,1218,1
44,699,1
44,539,2
44,599,2
44,2019,1
44,2126,1
44,2189,2
44,2809,2
44,861,2
45,241,3
45,242,5
45,243,5
45,244,4
45,245,4
45,246,5
45,247,4
45,248,3
45,249,5
45,250,4
45,251,5
45,252,5
45,253,3
45,254,3
45,255,5
45,256,4
45,257,4
45,258,4
45,259,5
45,260,3
45,261,3
45,262,5
45,263,4
45,264,3
45,265,3
45,266,4
45,267,5
45,268,3
45,269,5
45,270,5
45,762,2
